date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2016-01-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,4.87,0.6238
2016-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,5.92,0.7584
2016-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,62.43,7.9973
2016-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,15.48,1.983
2016-01-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,10.78,1.3809
2016-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,13.8,1.7678
2016-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,11.13,1.4258
2016-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.1,0.6595
2016-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.26,0.8095
2016-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.5082
2016-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.18,0.1526
2016-02-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,89.4,11.5599
2016-02-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,27.5,3.5559
2016-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,2.14
2016-02-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.02,0.6491
2016-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.43,0.8314
2016-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,8.2019
2016-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,16.48,2.131
2016-02-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,11.28,1.4586
2016-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.8,1.9137
2016-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,12.13,1.5685
2016-03-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.84,0.5422
2016-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.1,0.5713
2016-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.55,0.7337
2016-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.4402
2016-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.05,0.1176
2016-03-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,91.4,10.2384
2016-03-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.0,3.1365
2016-03-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.8539
2016-03-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.02,0.5623
2016-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.42,0.7192
2016-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,7.1053
2016-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,16.48,1.846
2016-03-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,11.28,1.2636
2016-03-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.8,1.6579
2016-03-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,12.13,1.3588
2016-03-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.25,0.4761
2016-04-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.84,0.5465
2016-04-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.25,0.5928
2016-04-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.8,0.7679
2016-04-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.4438
2016-04-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.95,0.1073
2016-04-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,91.4,10.321
2016-04-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.8689
2016-04-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.02,0.5669
2016-04-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.67,0.7532
2016-04-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,7.1626
2016-04-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,16.8,1.8971
2016-04-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,12.03,1.3584
2016-04-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.95,1.6882
2016-04-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,13.13,1.4827
2016-04-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.55,0.5138
2016-05-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.35,0.604
2016-05-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.8,0.7677
2016-05-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.4437
2016-05-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,0.97,0.1095
2016-05-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,94.4,10.6576
2016-05-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.0,3.4999
2016-05-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.8685
2016-05-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.02,0.5668
2016-05-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.67,0.753
2016-05-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,7.1612
2016-05-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.3,1.9531
2016-05-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,12.03,1.3582
2016-05-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,16.25,1.8346
2016-05-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.95,1.6878
2016-05-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,1.637
2016-05-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.65,0.525
2016-06-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.45,0.6154
2016-06-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.8,0.7678
2016-06-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.4437
2016-06-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.04,0.1174
2016-06-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,96.0,10.8393
2016-06-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,31.75,3.5849
2016-06-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.8686
2016-06-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.02,0.5668
2016-06-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.67,0.7531
2016-06-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,7.1618
2016-06-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.3,1.9533
2016-06-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,12.03,1.3583
2016-06-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,16.25,1.8348
2016-06-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.95,1.688
2016-06-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,1.6372
2016-06-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.9,0.4403
2016-07-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.7,0.6434
2016-07-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.3,0.8241
2016-07-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.4436
2016-07-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.09,0.123
2016-07-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,96.0,10.837
2016-07-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,28.75,3.2455
2016-07-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.8683
2016-07-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.02,0.5667
2016-07-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,6.67,0.7529
2016-07-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,7.1604
2016-07-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.3,1.9529
2016-07-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,12.03,1.358
2016-07-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,14.95,1.6876
2016-07-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.15,1.5973
2016-07-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,1.6368
2016-07-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,3.75,0.4233
2016-08-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,5.9,0.6645
2016-08-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.8,0.7659
2016-08-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.4427
2016-08-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.06,0.1194
2016-08-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,99.0,11.1509
2016-08-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,26.5,2.9848
2016-08-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.55,1.8641
2016-08-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.02,0.5654
2016-08-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,7.65,0.8617
2016-08-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,63.43,7.1445
2016-08-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,17.8,2.0049
2016-08-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,12.03,1.355
2016-08-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,15.25,1.7177
2016-08-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,14.15,1.5938
2016-08-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,14.5,1.6332
2016-08-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.0,0.4505
2016-09-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,4.84,0.5452
2016-09-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.2,0.6984
2016-09-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.8,0.6534
2016-09-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,3.93,0.4427
2016-09-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.09,0.1228
2016-09-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,102.0,11.4901
2016-09-15,,,National Average,,,"meat, fish and eggs","Meat (chicken, frozen)",KG,actual,Retail,EGP,26.5,2.9852
2016-09-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,16.75,1.8869
2016-09-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.52,0.6218
2016-09-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,8.65,0.9744
2016-09-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,18.3,2.0615
2016-09-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,12.53,1.4115
2016-09-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,10.25,1.1546
2016-09-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.5,1.746
2016-09-15,,,National Average,,,vegetables and fruits,Onions (red),KG,actual,Retail,EGP,4.25,0.4788
2016-10-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.7,0.7564
2016-10-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.3,0.5983
2016-10-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.43,0.5001
2016-10-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.09,0.1231
2016-10-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,102.0,11.5154
2016-10-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,17.25,1.9475
2016-10-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.52,0.6232
2016-10-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,10.15,1.1459
2016-10-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,69.43,7.8384
2016-10-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,20.3,2.2918
2016-10-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,13.78,1.5557
2016-10-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,15.75,1.7781
2016-10-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,15.5,1.7499
2016-10-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.5,0.3951
2016-11-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,7.5,0.4846
2016-11-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,5.8,0.3747
2016-11-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,4.93,0.3185
2016-11-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.12,0.0724
2016-11-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,107.0,6.913
2016-11-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,19.25,1.2437
2016-11-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,5.52,0.3566
2016-11-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,13.15,0.8496
2016-11-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,74.43,4.8088
2016-11-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,23.3,1.5054
2016-11-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,15.78,1.0195
2016-11-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,16.75,1.0822
2016-11-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,16.5,1.066
2016-11-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,3.25,0.21
2016-12-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,7.25,0.3924
2016-12-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,6.05,0.3275
2016-12-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,5.93,0.321
2016-12-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.17,0.0633
2016-12-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,114.0,6.1703
2016-12-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,20.25,1.096
2016-12-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,6.52,0.3529
2016-12-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.7848
2016-12-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,79.43,4.2992
2016-12-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,25.15,1.3613
2016-12-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,17.5,0.9472
2016-12-15,,,National Average,,,oil and fats,Oil (sunflower),800 G,actual,Retail,EGP,21.5,1.1637
2016-12-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,16.75,0.9066
2016-12-15,,,National Average,,,pulses and nuts,Lentils,KG,actual,Retail,EGP,21.15,1.1448
2016-12-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,17.5,0.9472
2017-01-15,,,National Average,,,cereals and tubers,Pasta,KG,actual,Retail,EGP,7.59,0.4122
2017-01-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.25,0.3394
2017-01-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.55,0.41
2017-01-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.3763
2017-01-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.37,0.0744
2017-01-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,119.0,6.462
2017-01-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,20.75,1.1268
2017-01-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.7874
2017-01-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,85.0,4.6157
2017-01-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.4743
2017-01-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.5,1.1132
2017-01-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,17.25,0.9367
2017-01-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,19.5,1.0589
2017-01-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.25,0.2308
2017-02-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.0,0.3643
2017-02-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.55,0.4584
2017-02-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.4208
2017-02-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.43,0.0868
2017-02-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,122.0,7.4076
2017-02-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,23.75,1.4421
2017-02-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,7.02,0.4262
2017-02-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,14.5,0.8804
2017-02-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,90.0,5.4646
2017-02-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.6485
2017-02-15,,,National Average,,,oil and fats,Oil (mixed),800 G,actual,Retail,EGP,20.5,1.2447
2017-02-15,,,National Average,,,pulses and nuts,"Beans (fava, dry)",KG,actual,Retail,EGP,17.25,1.0474
2017-02-15,,,National Average,,,vegetables and fruits,Garlic,KG,actual,Retail,EGP,22.5,1.3662
2017-02-15,,,National Average,,,vegetables and fruits,Tomatoes,KG,actual,Retail,EGP,4.75,0.2884
2017-03-15,,,National Average,,,cereals and tubers,Potatoes,KG,actual,Retail,EGP,6.5,0.3607
2017-03-15,,,National Average,,,cereals and tubers,Rice,KG,actual,Retail,EGP,7.05,0.3912
2017-03-15,,,National Average,,,cereals and tubers,Wheat flour,KG,actual,Retail,EGP,6.93,0.3846
2017-03-15,,,National Average,,,"meat, fish and eggs",Eggs,Unit,actual,Retail,EGP,1.38,0.0766
2017-03-15,,,National Average,,,"meat, fish and eggs","Meat (beef, without bones)",KG,actual,Retail,EGP,127.0,7.0479
2017-03-15,,,National Average,,,milk and dairy,Cheese,KG,actual,Retail,EGP,23.75,1.318
2017-03-15,,,National Average,,,milk and dairy,Cheese (picon),8 pcs,actual,Retail,EGP,7.02,0.3896
2017-03-15,,,National Average,,,miscellaneous food,Sugar,KG,actual,Retail,EGP,12.5,0.6937
2017-03-15,,,National Average,,,oil and fats,Ghee (natural),KG,actual,Retail,EGP,90.0,4.9946
2017-03-15,,,National Average,,,oil and fats,Oil (maize),800 G,actual,Retail,EGP,27.15,1.5067
